"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,24.1,,
"AUS","Australia","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,24.5,,
"AUT","Austria","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,20.1,,
"AUT","Austria","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,21.2,,
"AUT","Austria","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,25.3,,
"AUT","Austria","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,25.2,,
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.3,,
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,22.2,,
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,26.1,,
"BEL","Belgium","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,26.2,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,19.6,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.7,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.9,,
"CAN","Canada","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,24.5,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,12.6,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,13.8,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,13.5,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,13.1,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,14.2,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,15.8,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,17.9,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,18.2,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,18,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,19.9,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,19.8,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,20.2,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,21.5,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,23.3,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23,,
"CZE","Czech Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.3,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19.3,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.1,,
"DNK","Denmark","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,22.2,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,19.8,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.7,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.9,,
"FIN","Finland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.7,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.4,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.5,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,27.3,,
"FRA","France","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,27.1,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,19.1,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,19.6,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.1,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,24.4,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.8,,
"DEU","Germany","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.1,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,27.2,,
"GRC","Greece","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,28.4,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,16.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,17.1,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.7,,
"HUN","Hungary","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.5,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,12.1,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,13.4,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.6,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,14,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,15.7,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.1,,
"ISL","Iceland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,20.1,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.5,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.6,,
"IRL","Ireland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,22.5,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,21.4,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,22.1,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,25.6,,
"ITA","Italy","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,26.2,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,17.9,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,17.8,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.8,,
"JPN","Japan","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.5,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,17.3,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,18.4,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,20.1,,
"KOR","Korea","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.2,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,24,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,27.4,,
"LUX","Luxembourg","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,26.4,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,8.6,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,15,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,16,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,7.9,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.6,,
"MEX","Mexico","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.6,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,19.5,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.2,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.4,,
"NLD","Netherlands","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.5,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,17.5,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,17.3,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,21.7,,
"NZL","New Zealand","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,21.4,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.9,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19.4,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.7,,
"NOR","Norway","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.7,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.5,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,18.7,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,25.2,,
"POL","Poland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,25.1,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,24,,
"PRT","Portugal","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.9,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,13.7,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,14.7,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,14.2,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,13.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,14.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,15.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.6,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,18.9,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,19.2,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,20,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,20.1,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,21.4,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,22.5,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,24.3,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.7,,
"SVK","Slovak Republic","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.8,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.2,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,26.6,,
"ESP","Spain","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,27.7,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.4,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,21.8,,
"SWE","Sweden","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,22.1,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,19.6,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,23.6,,
"CHE","Switzerland","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,23.8,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,19.1,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.2,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,21.8,,
"TUR","Turkey","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,25.1,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,20,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,20.2,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.9,,
"GBR","United Kingdom","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,22.7,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.2,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,18.6,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,21.1,,
"USA","United States","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,21.3,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1970","1970","YR","Years","0","Units",,,10.7,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1975","1975","YR","Years","0","Units",,,11.4,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1980","1980","YR","Years","0","Units",,,12.2,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1985","1985","YR","Years","0","Units",,,12.9,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,13.5,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,14.2,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,15.9,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,15.8,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,18.3,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19.2,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1970","1970","YR","Years","0","Units",,,10.2,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1975","1975","YR","Years","0","Units",,,9.5,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1980","1980","YR","Years","0","Units",,,10.6,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1985","1985","YR","Years","0","Units",,,12.1,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,15,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,18.3,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,21,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,20.3,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,22.8,,
"BRA","Brazil","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,24.9,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,16.2,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,19,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2019","2019","YR","Years","0","Units",,,21.3,,
"CHL","Chile","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2020","2020","YR","Years","0","Units",,,24.7,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1990","1990","YR","Years","0","Units",,,13.2,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","1995","1995","YR","Years","0","Units",,,13.8,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2000","2000","YR","Years","0","Units",,,14.7,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2005","2005","YR","Years","0","Units",,,13.2,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2011","2011","YR","Years","0","Units",,,15,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2013","2013","YR","Years","0","Units",,,15.4,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2015","2015","YR","Years","0","Units",,,15.7,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2016","2016","YR","Years","0","Units",,,15.2,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2017","2017","YR","Years","0","Units",,,15.1,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2018","2018","YR","Years","0","Units",,,15.1,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2019","2019","YR","Years","0","Units",,,15.2,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","MEN","Men","TOTAL","Total","2020","2020","YR","Years","0","Units",,,14.8,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1990","1990","YR","Years","0","Units",,,21.6,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","1995","1995","YR","Years","0","Units",,,23.4,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2000","2000","YR","Years","0","Units",,,22.4,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2005","2005","YR","Years","0","Units",,,19.8,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2011","2011","YR","Years","0","Units",,,21.5,,
"CHN","China (People's Republic of)","EMP16","Expected number of years in retirement, by sex","WOMEN","Women","TOTAL","Total","2013","2013","YR","Years","0","Units",,,21.9,,
